GeneID	#Tissues	maxPeptides	medianSpectralCount	medianAbundance	SpectralCount.Adult_Adrenalgland	SpectralCount.Adult_Bcells	SpectralCount.Adult_CD4Tcells	SpectralCount.Adult_CD8Tcells	SpectralCount.Adult_Colon	SpectralCount.Adult_Esophagus	SpectralCount.Adult_Frontalcortex	SpectralCount.Adult_Gallbladder	SpectralCount.Adult_Heart	SpectralCount.Adult_Kidney	SpectralCount.Adult_Liver	SpectralCount.Adult_Lung	SpectralCount.Adult_Monocytes	SpectralCount.Adult_NKcells	SpectralCount.Adult_Ovary	SpectralCount.Adult_Pancreas	SpectralCount.Adult_Platelets	SpectralCount.Adult_Prostate	SpectralCount.Adult_Rectum	SpectralCount.Adult_Retina	SpectralCount.Adult_Spinalcord	SpectralCount.Adult_Testis	SpectralCount.Adult_Urinarybladder	SpectralCount.Fetal_Brain	SpectralCount.Fetal_Gut	SpectralCount.Fetal_Heart	SpectralCount.Fetal_Liver	SpectralCount.Fetal_Ovary	SpectralCount.Fetal_Placenta	SpectralCount.Fetal_Testis	WithInSampleAbundance.Adult_Adrenalgland	WithInSampleAbundance.Adult_Bcells	WithInSampleAbundance.Adult_CD4Tcells	WithInSampleAbundance.Adult_CD8Tcells	WithInSampleAbundance.Adult_Colon	WithInSampleAbundance.Adult_Esophagus	WithInSampleAbundance.Adult_Frontalcortex	WithInSampleAbundance.Adult_Gallbladder	WithInSampleAbundance.Adult_Heart	WithInSampleAbundance.Adult_Kidney	WithInSampleAbundance.Adult_Liver	WithInSampleAbundance.Adult_Lung	WithInSampleAbundance.Adult_Monocytes	WithInSampleAbundance.Adult_NKcells	WithInSampleAbundance.Adult_Ovary	WithInSampleAbundance.Adult_Pancreas	WithInSampleAbundance.Adult_Platelets	WithInSampleAbundance.Adult_Prostate	WithInSampleAbundance.Adult_Rectum	WithInSampleAbundance.Adult_Retina	WithInSampleAbundance.Adult_Spinalcord	WithInSampleAbundance.Adult_Testis	WithInSampleAbundance.Adult_Urinarybladder	WithInSampleAbundance.Fetal_Brain	WithInSampleAbundance.Fetal_Gut	WithInSampleAbundance.Fetal_Heart	WithInSampleAbundance.Fetal_Liver	WithInSampleAbundance.Fetal_Ovary	WithInSampleAbundance.Fetal_Placenta	WithInSampleAbundance.Fetal_Testis
ENSG00000183023	11	25	11	3.81385737311775e-05	-	-	-	-	8	-	47	7	14	-	-	-	-	-	4	-	-	10	6	12	-	-	14	7.5	-	58	-	-	-	-	-	-	-	-	4.65133267901749e-05	-	7.31057517617898e-05	1.65762968725629e-05	4.14323079326879e-05	-	-	-	-	-	4.97355677623837e-06	-	-	1.02065075284755e-05	1.66627941323537e-05	8.00690859796829e-06	-	-	1.42707653766821e-05	1.91714861016992e-05	-	0.000116984968441969	-	-	-	-
ENSG00000183032	4	4	4	1.24404330487764e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	11	-	-	-	-	4	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.52929442762525e-05	-	-	-	-	-	-	6.25070809885755e-05	-	-	-	-	5.55174729295229e-06	-	-	9.58792182130024e-06
ENSG00000183036	4	4	10	6.56892263448942e-05	-	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	-	21	-	8	-	-	-	12	-	-	-	-	-	-	-	-	-	-	-	-	1.35366760658348e-05	-	-	-	-	-	-	-	-	-	-	0.000125427832022033	-	7.35829979584029e-06	-	-	-	0.000117841776623954	-	-	-	-	-	-
ENSG00000183044	23	35	26	9.22048589037377e-05	11	12.5	-	3	3	-	79	27	5	157	341	-	-	-	27	40.5	-	12.5	4	79	71.5	21.5	5	55.5	9.5	10.5	79	13	-	16	0.000118216500090359	1.63140699889453e-05	-	6.23235248754503e-06	1.46374358026662e-05	-	0.000330015462630904	0.000101640512294191	2.68044892182884e-05	0.000643976591126536	0.00201534371502183	-	-	-	6.67904042068869e-05	0.0002510076413128	-	2.75654064765511e-05	6.07583356419257e-06	0.000340388613459972	0.000175536670521761	7.07543262900221e-05	5.36794591520525e-06	0.000130638097571944	2.74705554689041e-05	2.32217564308543e-05	0.000151891375628521	7.14391145477369e-05	-	2.49866937147158e-05
ENSG00000183048	8	11	9	3.54941313940865e-05	-	-	-	-	-	-	9	-	4	53	35.5	-	4	-	-	-	-	4	-	-	7	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.17636702677169e-05	-	2.50463545679559e-05	0.000200598512607448	0.000346746798947813	-	0.000123993939547853	-	-	-	-	6.91379946340541e-06	-	-	9.81822563923468e-06	3.54941313940865e-05	-	-	-	-	-	-	-	-
ENSG00000183049	14	12	13	1.98832933401715e-05	-	16.5	5	17.5	9	-	20	-	-	-	-	-	-	10	-	18	-	8	9	17	15	4	3	11	-	-	-	-	-	-	-	2.45155153119798e-05	1.55476539664507e-05	1.80452867147855e-05	1.98832933401715e-05	-	5.79266375978094e-05	-	-	-	-	-	-	9.19228917325675e-06	-	3.13707912665071e-05	-	1.55774625390709e-05	1.47492636370084e-05	2.33495428522322e-05	1.95306056757856e-05	4.37699452733886e-06	7.2051969701779e-06	1.98308699154269e-05	-	-	-	-	-	-
ENSG00000183054	2	24	25	3.86460851577558e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	-	-	-	-	-	-	29	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.31030101391538e-05	-	-	-	-	-	-	3.41891601763579e-05	-	-	-	-	-	-	-	-
ENSG00000183077	4	8	6	3.52627017779065e-05	-	-	-	-	-	-	-	-	-	7	7	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	3.17064497330153e-05	7.90581561329492e-05	-	-	-	-	1.48996623546667e-05	-	-	-	-	-	-	-	-	-	-	9.76489962847376e-06	-	-	-
ENSG00000183087	3	3	3	8.9329050427426e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	4	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8.9329050427426e-06	-	1.1000723999393e-05	-	-	-	-	8.06827326433367e-06	-	-	-	-	-	-	-
ENSG00000183091	2	111	175.5	0.000251845413732203	-	-	-	-	-	195	-	-	-	-	10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000308927393124126	-	-	-	-	2.17760204342565e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000183098	10	9	6	1.77974373946503e-05	-	-	-	-	3	-	-	-	-	-	-	-	-	-	14	-	-	3	4	-	-	5	-	-	4	8	3	10	-	16	-	-	-	-	1.35777622353478e-05	-	-	-	-	-	-	-	-	-	2.57221219242372e-05	-	-	7.08125463072628e-06	1.84671733123665e-05	-	-	1.77974373946503e-05	-	-	2.33348555309957e-05	1.19633100868897e-05	1.08581973574333e-05	4.36782823865196e-05	-	3.88485398673857e-05
ENSG00000183111	7	12	7.5	7.68295981259111e-06	-	-	-	-	8	-	-	-	-	-	-	-	-	-	-	3	-	13	-	12.5	6	7	5	-	-	-	-	-	-	-	-	-	-	-	1.90926135589111e-05	-	-	-	-	-	-	-	-	-	-	7.34192528365796e-06	-	2.75961130571092e-05	-	1.24366465744093e-05	5.15431843461477e-06	8.02399434152425e-06	7.32616617452774e-06	-	-	-	-	-	-	-
ENSG00000183155	1	4	6	1.1592538873448e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.1592538873448e-05	-	-	-	-	-	-	-	-
ENSG00000183160	5	7	9	3.42676342837085e-05	-	-	-	-	-	-	-	-	-	-	-	5	-	-	-	14	-	8	-	-	-	-	10	-	9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.05075730433114e-05	-	-	-	9.2493619943225e-05	-	2.63468565951542e-05	-	-	-	-	3.42676342837085e-05	-	2.13752673374687e-05	-	-	-	-	-
ENSG00000183186	2	6	8	1.74369447361408e-05	-	-	-	-	-	-	8.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	-	-	-	-	-	-	-	-	-	-	-	-	2.25183520966141e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.10671520476792e-05	-	-	-	-	-	-
ENSG00000183207	30	33	24.5	8.19099051310828e-05	10.5	73.5	21	62.5	26.5	5.5	8	16	7	14.5	28	12.5	14.5	41	56.5	33.5	11	28	27	39	18.5	92.5	22	39.5	30	41.5	41	57	14	27	5.78333658333517e-05	0.000126698668961959	0.000136471960320038	0.000105346751072068	7.12936755615559e-05	4.51923627411636e-05	3.78150170825474e-05	6.00182132043526e-05	2.11475455417533e-05	2.13741005294488e-05	0.000104504567208107	4.94107405405456e-05	0.000179143248322657	7.91106425596908e-05	0.000260021668685783	0.000193149008916833	6.3306370966898e-05	8.14565728200962e-05	7.29633511130064e-05	0.00011099090323595	4.02800557805273e-05	0.000333234383641568	5.67905345897624e-05	0.000126339858532249	6.58317382949734e-05	8.37190328028893e-05	3.82650312142829e-05	0.000192290939394897	4.61440611650739e-05	6.03224085937437e-05
ENSG00000183230	4	38	60	9.81611956506017e-05	-	-	-	-	-	-	10	-	39	-	-	-	-	-	-	-	-	-	-	-	68	-	-	-	-	66	-	-	-	-	-	-	-	-	-	-	1.56414639479978e-05	-	0.000257397664449635	-	-	-	-	-	-	-	-	-	-	-	0.000128882320909831	-	-	-	-	5.31055337863077e-05	-	-	-	-
ENSG00000183246	1	5	5	1.95637748807205e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.95637748807205e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000183248	3	16	13.5	3.01367455069926e-05	-	-	-	-	-	-	7	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	30	-	-	-	-	-	-	-	-	-	-	-	-	2.57408674000688e-05	-	-	-	-	-	-	-	-	-	-	-	-	1.63168557864469e-06	-	-	-	4.44719501573107e-05	-	-	-	-	-	-
ENSG00000183255	1	3	8	3.1721276438321e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.1721276438321e-05	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000183258	12	18	9	1.45295280574122e-05	-	9	9	22	-	-	-	-	-	-	-	-	6	7	7	9	-	6	-	9	-	18	-	-	-	-	-	9.5	-	4	-	1.24071752017248e-05	2.89240011262828e-05	1.80380692581825e-05	-	-	-	-	-	-	-	-	2.92294770060847e-05	6.30050405259981e-06	8.97359794308845e-06	1.20467900859075e-05	-	6.89965915138714e-06	-	1.10337425543936e-05	-	2.45980450719915e-05	-	-	-	-	-	3.76119115166795e-05	-	6.29645558490896e-06
ENSG00000183291	21	5	5	1.80081436523684e-05	5	-	6	5	4	-	-	8	-	-	-	6	12.5	8	-	11	6.5	6	5	3.5	6	5	5	-	4	3.5	6	3	-	12	3.93130112075602e-05	-	4.04625420841331e-05	6.33594380813694e-06	2.72595078898914e-05	-	-	3.03162886947302e-05	-	-	-	1.79121346245808e-05	8.2239026210275e-05	1.25972073970722e-05	-	7.76640159857702e-05	3.59725744504378e-05	1.13057931399382e-05	2.91627716877363e-05	1.52548945781485e-05	7.09616869079987e-06	3.81544564958858e-05	1.07264964003421e-05	-	1.02158819038233e-05	6.966463829205e-06	1.04221685630906e-05	1.92639736846396e-05	-	7.79820519983516e-06
ENSG00000183307	1	3	5	5.04075231369214e-06	-	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.04075231369214e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000183336	24	8	8	2.86761544530969e-05	7	23	16	18	9	-	6.5	8.5	3	-	-	6	10	15.5	3	5.5	7	7.5	10	6	9.5	10	9.5	-	7	7	14.5	10.5	-	-	1.41363196731621e-05	8.98018209849735e-05	0.000150016136360518	6.20453211646339e-05	7.64110589264975e-05	-	1.47134459024616e-05	3.21648976867361e-05	1.35183880615178e-05	-	-	2.52771025722899e-05	8.04821316990028e-05	5.04135830102496e-05	2.58156451956683e-06	3.99367770222392e-05	4.48833536245837e-05	1.61501287274194e-05	4.21070601223604e-05	1.3010433340513e-05	1.4417884519387e-05	3.74128092118249e-05	1.87671457634105e-05	-	2.13277645164677e-05	1.71284183551573e-05	4.14159844169612e-05	7.09630310552293e-05	-	-
ENSG00000183337	1	3	3	7.96270780510237e-07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7.96270780510237e-07	-	-	-	-	-	-	-	-	-	-
ENSG00000183347	1	23	37	0.000304270607042578	-	-	-	-	-	37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000304270607042578	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000183386	13	10	6	4.269146166675e-05	-	-	-	-	5	12	-	3	-	-	-	-	6	4	3	13	-	-	7	-	-	3	-	-	5	4	-	13	-	7	-	-	-	-	1.32157111834061e-05	8.21991699300206e-05	-	1.65397994620222e-05	-	-	-	-	4.75629460775126e-05	3.85227723466775e-06	4.48900771755082e-05	6.24026598899217e-05	-	-	3.37698658890264e-05	-	-	8.24610026011777e-06	-	-	4.269146166675e-05	7.70133833373029e-06	-	7.73046004877901e-05	-	1.38328766284888e-05
ENSG00000183423	1	3	3	2.3682896807696e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.3682896807696e-06	-	-	-	-	-	-	-	-	-	-
ENSG00000183431	28	24	18	4.41867187942232e-05	9.5	69.5	21	53	12	4	13	14	-	10	14	8	22.5	42	31	14.5	-	18.5	10	33	9	30	8.5	19	14	27.5	21	38	10.5	23	6.28700365950887e-05	0.000143160086838905	0.000151764910057167	6.27209362669917e-05	2.67765526417362e-05	1.58431698674468e-05	1.89015319197452e-05	3.15691197142458e-05	-	7.51113626814346e-06	6.60594940907626e-05	4.46663893730896e-05	0.000184643845123023	4.14776958562523e-05	8.18916152709821e-05	6.08565615316544e-05	-	5.3807929494391e-05	4.22217286213176e-05	8.59455834000392e-05	9.94792214272653e-06	5.52196927833114e-05	2.04595178205959e-05	4.7239957863663e-05	1.89354996422264e-05	3.77573494720218e-05	2.70299349767242e-05	0.000163055029543909	2.29083234703369e-05	2.46773350134755e-05
ENSG00000183454	1	12	20	3.10123783597612e-05	-	-	-	-	-	-	20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.10123783597612e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000183474	5	7	4	8.853145669918e-06	-	4	3	3	-	-	-	-	-	-	-	-	-	-	8	-	-	-	-	-	-	9	-	-	-	-	-	-	-	-	-	4.07788638871902e-06	8.853145669918e-06	6.5698189700941e-06	-	-	-	-	-	-	-	-	-	-	4.14912249004102e-05	-	-	-	-	-	-	2.93284505247009e-05	-	-	-	-	-	-	-	-
ENSG00000183486	5	28	31	5.95649634785883e-05	-	59	25.5	57	-	-	-	-	-	-	-	-	19	15.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.13366101347089e-05	8.46721536120304e-05	3.17546083253928e-05	-	-	-	-	-	-	-	-	7.07589507919327e-05	9.15778798088989e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000183495	12	29	4	6.2485391754803e-06	-	24	10	33.5	-	-	-	-	-	-	-	-	3	4	5	3	-	-	-	4	-	11	-	-	-	4	-	4	-	3	-	6.2485391754803e-06	1.17761676172852e-05	7.83359556727647e-06	-	-	-	-	-	-	-	-	1.81640976310065e-05	8.40189285207855e-07	1.65771966015244e-06	4.96956849379234e-06	-	-	-	2.99052478443873e-06	-	7.44589717226782e-06	-	-	-	3.51090912794569e-06	-	1.08145906762042e-05	-	5.924866190091e-06
ENSG00000183520	3	5	4.5	6.69112565979652e-06	-	6	3	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.47231944134573e-06	2.15111437073895e-05	6.69112565979652e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000183527	11	8	6	1.63424627234532e-05	-	-	7	5	-	-	-	-	-	-	-	-	-	-	9	6	-	5	-	-	-	20	-	7	4	-	-	6.5	6	5.5	-	-	2.87182444956657e-05	4.27085928866432e-06	-	-	-	-	-	-	-	-	-	-	3.47817896826805e-05	2.67088724333024e-05	-	9.90829543640013e-06	-	-	-	7.71857929195514e-05	-	3.34288375707828e-06	1.86424532845744e-05	-	-	4.57809913900336e-05	9.86426106101156e-06	1.1513407569059e-05
ENSG00000183549	1	21	20	0.000105298631165698	-	-	-	-	-	-	-	-	-	-	20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000105298631165698	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000183570	1	9	42	0.000135103225023087	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000135103225023087	-	-	-	-	-	-	-	-	-	-
ENSG00000183576	20	15	6	9.04653457596135e-06	-	6	7	14	4	-	6	5	-	-	11	-	5	20	12	6	-	6	-	7	4	15	4	-	3	3	3	12	-	-	-	2.37012024866017e-06	2.25083844167695e-05	6.31447131201766e-06	7.12770231734578e-06	-	1.07437236843555e-05	1.18146147585694e-05	-	-	1.67656790763999e-05	-	2.75348741770715e-05	1.23980035190657e-05	1.74579742703269e-05	1.21786053003182e-05	-	1.01172354127351e-05	-	4.64702256422197e-06	1.58431420631489e-06	3.43113874963964e-05	5.33456135072629e-06	-	3.32757759146062e-06	2.52075085173072e-06	4.68197136875582e-06	7.08615532671867e-05	-	-
ENSG00000183578	2	3	3.5	9.35130090158092e-06	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.08606572766401e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7.84194452652175e-06	-	-	-	-	-	-	-	-
ENSG00000183597	12	13	5	1.36206359618256e-05	6	3	3	3	-	-	-	-	8	-	-	-	8	6	-	-	12	3.5	-	-	-	3	4	-	-	-	5	-	-	-	3.41893148985187e-05	7.47835486454926e-06	3.66925255178267e-06	6.04921892583007e-06	-	-	-	-	5.24309567057225e-05	-	-	-	5.22208897705541e-05	8.60655715535313e-06	-	-	6.97093463578079e-05	8.7877687663197e-06	-	-	-	8.05187273566058e-06	1.14877073625054e-05	-	-	-	1.24244856390812e-05	-	-	-
ENSG00000183598	13	12	103.5	0.00501646330391303	-	338.5	-	-	43	-	-	57	-	-	-	104	9	-	-	-	30	52	66	-	-	-	-	-	323	103	161	119	-	202	-	0.0288759294929292	-	-	0.00367977285393701	-	-	0.00409491161613635	-	-	-	0.00593801499168971	0.000411870763928892	-	-	-	0.00781630756764436	0.00161890903278997	0.00672013192702493	-	-	-	-	-	0.00632980768914934	0.00216561671857589	0.000607733739326462	0.00382767465301831	-	0.00634861805609107
ENSG00000183605	6	5	3.5	8.08106931888203e-06	-	-	-	-	-	-	6	-	3	-	5	-	-	-	-	4	-	-	3	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	1.08766051885156e-05	-	9.22945681589727e-06	-	1.96159132488161e-05	-	-	-	-	3.61699030194488e-06	-	-	6.08585853166951e-06	-	-	-	-	-	-	6.93268182186679e-06	-	-	-	-
ENSG00000183617	2	3	5.5	1.13191900588616e-05	-	8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	1.43651030131539e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8.27327710456921e-06	-	-	-	-	-	-	-	-	-	-	-
ENSG00000183624	7	10	7	6.91712534897241e-06	-	4	-	7	-	-	-	-	-	-	-	-	-	-	6	4	-	-	-	4	-	13	-	-	-	-	-	17	-	-	-	3.01641209304834e-06	-	1.06830100091241e-05	-	-	-	-	-	-	-	-	-	-	1.60938714375317e-05	6.91712534897241e-06	-	-	-	4.54180916249152e-06	-	4.53743075274849e-05	-	-	-	-	-	8.08608518712038e-05	-	-
ENSG00000183638	1	11	14	5.22595096519938e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.22595096519938e-06	-	-	-	-	-	-	-	-	-	-
ENSG00000183648	2	3	4	2.78179988847904e-05	-	-	-	-	-	-	-	-	14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	8.24690195404797e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.89587508293846e-05	-	-	-	-
ENSG00000183668	1	10	24.5	8.94449201419871e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	24.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8.94449201419871e-05	-
ENSG00000183684	28	11	19	8.48742271183024e-05	9	79	18	80	7	-	15	7	-	4	28	14	17	41	49.5	36	6	17	14	29	11	60.5	7	27	33	17	15	24.5	8	32.5	1.7566431200186e-05	0.000333842843187738	0.000203879247209811	0.000155894125625632	1.02518382760662e-05	-	3.56342496350774e-05	7.14065541157293e-05	-	1.6125082127128e-05	0.000102066185054451	5.70891769593735e-05	0.000304392188140401	9.51449210749124e-05	0.000197092123616875	8.82894930919385e-05	1.2986130335948e-05	3.36884753034465e-05	5.7179654317716e-05	5.54984331664308e-05	1.30684414933327e-05	0.000162668578359504	2.85151590204635e-05	0.000127359415532862	0.000248445474562314	0.000104678305681538	6.85469040066056e-05	0.000253265428801655	4.27926883184014e-05	0.000158653022151171
ENSG00000183688	2	3	4	1.04178753634285e-05	-	-	5	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9.76299225387038e-06	1.10727584729867e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000183696	6	12	10	2.7717185872287e-05	-	-	9	18	-	3	-	-	-	-	-	-	5	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	3.2769264368489e-05	4.07303994126368e-05	-	1.38019004461481e-05	-	-	-	-	-	-	5.65936359423372e-05	3.0327954989298e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.02641884254318e-05	-
ENSG00000183715	3	11	31	0.000172791015360844	-	-	-	-	-	-	39	-	-	-	-	-	-	-	-	-	-	-	-	4.5	-	-	-	25	-	-	-	-	-	-	-	-	-	-	-	-	0.000281628206272114	-	-	-	-	-	-	-	-	-	-	-	-	1.03586987660631e-05	-	-	-	0.000166218972176351	-	-	-	-	-	-
ENSG00000183723	1	3	5	2.23242896281355e-05	-	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.23242896281355e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000183735	25	21	8	1.14568209081998e-05	9	18.5	6	34.5	8	-	18	5	-	-	6	3	8.5	29	16	14	5.5	11	8	9.5	8.5	23.5	9	5	-	-	6	7	4	5	1.41046250740712e-05	1.33032639663952e-05	5.66888013675026e-06	2.07039952610232e-05	9.55545703094364e-06	-	2.26590738812816e-05	9.60129699074165e-06	-	-	8.10298313499393e-06	1.09244613538028e-05	2.57775713634443e-05	1.72372416685778e-05	2.89653950214276e-05	2.02151759441971e-05	1.64803053528591e-05	8.92618307374865e-06	1.03459221042373e-05	7.1154511610821e-06	1.41359832337846e-05	2.62941816341012e-05	8.40251042946632e-06	7.13923195004076e-06	-	-	4.8164987716821e-06	3.4827303535252e-05	1.14568209081998e-05	2.62635229335734e-06
ENSG00000183741	2	3	4	8.04115357392618e-06	-	-	-	4	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.41858067141621e-06	-	-	-	-	-	-	-	-	-	-	1.26637264764362e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000183747	3	15	48	0.00019463289041077	-	-	-	-	-	-	-	-	-	48	59	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	24	-	-	-	-	-	-	-	-	-	-	-	-	0.00019463289041077	0.000428685868908532	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.51231028216789e-05	-	-	-
ENSG00000183751	18	16	8	1.18681720345226e-05	3	24	15	22	-	-	-	4	-	-	8	-	4	9	11	14	-	5	3	6	-	19	-	-	-	3	5	13	-	14	7.09324211867135e-06	2.54060291628907e-05	7.75528424522629e-06	1.65132104982155e-05	-	-	-	6.69629734555035e-06	-	-	2.55915136017133e-05	-	2.72663072802692e-05	9.36030984689944e-06	1.62559346877716e-05	1.70743391774803e-05	-	3.24691729482462e-06	7.32030653286775e-06	5.26377738772291e-06	-	2.24321638623588e-05	-	-	-	2.94587179000265e-06	7.85508565349525e-06	5.96093304164946e-05	-	1.18681720345226e-05
ENSG00000183765	2	6	6	1.75098883532288e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	-	-	-	-	-	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.83985388663754e-06	-	-	-	-	-	2.917992281982e-05	-	-
ENSG00000183770	1	5	14	1.79950534964654e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.79950534964654e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000183773	1	5	6	8.21680677547514e-06	-	-	-	-	-	-	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8.21680677547514e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000183775	2	14	8	2.05450267773774e-05	-	-	-	-	-	-	18.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	1.8368290308799e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.05450267773774e-05	-	-	-	-	-	-
