GeneID	#Tissues	maxPeptides	medianSpectralCount	medianTop3Abundance	SpectralCount.CSF	SpectralCount.adipocyte	SpectralCount.bone	SpectralCount.breast	SpectralCount.heart	SpectralCount.lung	SpectralCount.ovary	SpectralCount.pancreas	SpectralCount.platelets_lysate	SpectralCount.platelets_secreted	WithInSampleTop3Abundance.CSF	WithInSampleTop3Abundance.adipocyte	WithInSampleTop3Abundance.bone	WithInSampleTop3Abundance.breast	WithInSampleTop3Abundance.heart	WithInSampleTop3Abundance.lung	WithInSampleTop3Abundance.ovary	WithInSampleTop3Abundance.pancreas	WithInSampleTop3Abundance.platelets_lysate	WithInSampleTop3Abundance.platelets_secreted
ENSG00000167578	1	3	10	5.68571859772589e-05	-	-	-	-	-	-	-	-	10	-	-	-	-	-	-	-	-	-	5.68571859772589e-05	-
ENSG00000167588	2	16	148	0.00101561339533912	-	149	-	-	12	-	-	-	-	-	-	0.00104648306788712	-	-	2.50873489490793e-05	-	-	-	-	-
ENSG00000167601	3	5	8	0.000168860880078024	16	-	7	8	-	-	-	-	-	-	0.000311756956199699	-	5.75964681069544e-05	0.000168860880078024	-	-	-	-	-	-
ENSG00000167641	1	5	20	7.96903553782988e-05	-	-	-	-	-	-	-	-	20	-	-	-	-	-	-	-	-	-	7.96903553782988e-05	-
ENSG00000167645	1	4	6	4.89101174361576e-05	-	-	6	-	-	-	-	-	-	-	-	-	4.89101174361576e-05	-	-	-	-	-	-	-
ENSG00000167658	7	44	20	0.000112903472396278	-	29	8.5	73	71.5	119.5	-	63	16	-	-	6.79183691504019e-05	9.32084860533658e-05	0.00126354581314759	0.000960733578723333	0.006204012986447	-	0.00100636502472687	7.19391454147716e-05	-
ENSG00000167674	1	6	8	0.000284210323555741	-	-	-	-	-	8	-	-	-	-	-	-	-	-	-	0.000284210323555741	-	-	-	-
ENSG00000167676	2	64	1593	0.00569849220585041	-	1613	-	-	30.5	-	-	-	-	-	-	0.00634615228621101	-	-	0.000547674525659301	-	-	-	-	-
ENSG00000167699	2	15	30	0.00012045656035423	-	-	-	-	29.5	-	-	-	31	-	-	-	-	-	0.000123773731584854	-	-	-	0.00012045656035423	-
ENSG00000167701	1	9	21	0.000221376889448069	-	-	-	-	21	-	-	-	-	-	-	-	-	-	0.000221376889448069	-	-	-	-	-
ENSG00000167705	1	3	8	2.21841932222951e-05	-	-	-	-	-	-	-	-	8	-	-	-	-	-	-	-	-	-	2.21841932222951e-05	-
ENSG00000167711	1	6	8	3.56692886773792e-05	-	-	-	-	8	-	-	-	-	-	-	-	-	-	3.56692886773792e-05	-	-	-	-	-
ENSG00000167721	2	10	13	0.000228341711418522	-	-	-	7	-	15.5	-	-	-	-	-	-	-	6.16020790536612e-05	-	0.000271938817465804	-	-	-	-
ENSG00000167755	1	13	145.5	0.00523650420257029	145.5	-	-	-	-	-	-	-	-	-	0.00523650420257029	-	-	-	-	-	-	-	-	-
ENSG00000167767	1	10	21	0.000131908463425717	-	-	-	-	-	-	-	-	21	-	-	-	-	-	-	-	-	-	0.000131908463425717	-
ENSG00000167768	10	51	558	0.00311045423401907	1358.5	623	624.5	293	557.5	501	178	568	479	2171	0.0320999903515801	0.00244181445480354	0.00596909235707263	0.00376227628727448	0.00689132867366196	0.00744737604911726	0.02753309242011	0.00496906691198628	0.00239603344356313	0.00627579173285527
ENSG00000167770	2	9	69	0.000319350481631728	-	-	-	-	60.5	-	-	-	69	-	-	-	-	-	0.00036273955678455	-	-	-	0.000319350481631728	-
ENSG00000167774	2	6	11	6.36622635678982e-05	-	-	-	-	23	-	-	-	9	-	-	-	-	-	8.08171394332733e-05	-	-	-	4.69519494999943e-05	-
ENSG00000167792	4	19	40	0.000230920633628523	-	-	3	-	85.5	9	-	-	58	-	-	-	4.26556822149667e-05	-	0.000643170345889924	0.000230920633628523	-	-	7.18737914287838e-05	-
ENSG00000167815	3	12	101	0.000754473934404842	-	123	-	-	166	-	-	-	57.5	-	-	0.00130615755343754	-	-	0.00183927319334601	-	-	-	0.000285739893372137	-
ENSG00000167862	2	8	16	0.000289294103131833	-	-	-	-	-	13	-	19	-	-	-	-	-	-	-	0.000464634733331638	-	0.000113953472932028	-	-
ENSG00000167863	5	14	29.5	0.000172129394609359	-	28	17	-	117	-	-	16	134	-	-	0.000170395645296461	8.92692457524166e-05	-	0.000782790834992487	-	-	9.52407646030272e-05	0.000590374268724014	-
ENSG00000167881	4	31	63	0.000797960073734429	-	-	16	79	-	36.5	-	99	-	-	-	-	9.50559608366761e-05	0.00114626248156554	-	0.000477729129085724	-	0.00179449340277988	-	-
ENSG00000167925	2	11	11	0.000444272274750024	-	-	3	19	-	-	-	-	-	-	-	-	6.8126707585767e-06	0.00088173187874147	-	-	-	-	-	-
ENSG00000167965	1	8	21	0.000445466867812949	-	-	21	-	-	-	-	-	-	-	-	-	0.000445466867812949	-	-	-	-	-	-	-
ENSG00000167969	1	8	125	0.000622575395314243	-	-	-	-	125	-	-	-	-	-	-	-	-	-	0.000622575395314243	-	-	-	-	-
ENSG00000167977	1	3	4	2.69739282143069e-05	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	2.69739282143069e-05	-	-
ENSG00000167978	1	4	6	0.000226611821240147	-	-	-	-	-	6	-	-	-	-	-	-	-	-	-	0.000226611821240147	-	-	-	-
ENSG00000167986	5	36	22	0.000142929696384011	-	-	-	10	10	54	-	33	22	-	-	-	-	0.000114985796483016	0.000194767825330084	0.000789356351527788	-	0.000142929696384011	4.72890897181361e-05	-
ENSG00000167996	1	4	16	0.000888029666521816	-	-	-	-	16	-	-	-	-	-	-	-	-	-	0.000888029666521816	-	-	-	-	-
ENSG00000168003	4	18	23	0.00014586636476561	-	-	28	66	-	14.5	-	9	-	-	-	-	0.00014586636476561	0.00110176987990115	-	0.000159196492174341	-	8.80524104264313e-05	-	-
ENSG00000168028	7	16	78	0.000712525696830055	-	-	19	78	126.5	73.5	14	170	140.5	-	-	-	0.000475935520934362	0.00510083541075684	0.000464176180295389	0.00406587372344527	0.00294869526605917	0.0108116112972323	0.000419755530719339	-
ENSG00000168036	3	12	33	0.000261903254571029	-	-	7	5	63	-	-	-	-	-	-	-	0.000105630264889187	0.000136448031739962	0.000760979432930053	-	-	-	-	-
ENSG00000168061	1	3	4	0.000174309222866979	-	-	-	4	-	-	-	-	-	-	-	-	-	0.000174309222866979	-	-	-	-	-	-
ENSG00000168066	1	4	5	0.000175280857165981	-	-	-	5	-	-	-	-	-	-	-	-	-	0.000175280857165981	-	-	-	-	-	-
ENSG00000168071	1	7	12	5.29672571803144e-05	-	-	-	-	-	-	-	12	-	-	-	-	-	-	-	-	-	5.29672571803144e-05	-	-
ENSG00000168090	4	6	16.5	7.82749807520055e-05	-	-	-	-	8	12	-	5	25	-	-	-	-	-	7.8462757596041e-06	0.000227799694959955	-	0.00011827828035031	6.74695016777449e-05	-
ENSG00000168092	1	7	142.5	0.000552908931620375	-	-	-	-	-	-	-	-	142.5	-	-	-	-	-	-	-	-	-	0.000552908931620375	-
ENSG00000168118	1	3	16.5	3.01641615742031e-05	-	-	-	-	-	-	-	-	16.5	-	-	-	-	-	-	-	-	-	3.01641615742031e-05	-
ENSG00000168140	1	3	4	1.27679329424855e-05	-	-	4	-	-	-	-	-	-	-	-	-	1.27679329424855e-05	-	-	-	-	-	-	-
ENSG00000168148	1	3	44.5	0.00134397573098396	-	44.5	-	-	-	-	-	-	-	-	-	0.00134397573098396	-	-	-	-	-	-	-	-
ENSG00000168172	2	23	40.5	8.76773760146282e-05	-	-	40.5	-	-	-	-	-	33	-	-	-	0.000411829868847258	-	-	-	-	-	5.51421282879665e-05	-
ENSG00000168214	1	9	16	0.000730369273741164	-	-	-	16	-	-	-	-	-	-	-	-	-	0.000730369273741164	-	-	-	-	-	-
ENSG00000168259	3	14	29	0.000185127407948662	-	-	5	29	-	-	-	-	42	-	-	-	4.67761414255807e-05	0.000898780401872846	-	-	-	-	0.000185127407948662	-
ENSG00000168291	4	13	79	0.000303926692163417	-	-	6	13	352	-	-	-	79	-	-	-	6.03562047152841e-05	0.000321889621548875	0.00150148427220562	-	-	-	0.000226293777286252	-
ENSG00000168298	5	9	11	7.36811836735882e-05	-	13	9	-	-	6	-	11	31.5	-	-	5.06407895156171e-05	7.36811836735882e-05	-	-	0.000217223942309649	-	0.000316434949104785	0.000281989550208012	-
ENSG00000168300	1	4	6	0.000110071537895095	-	-	-	-	-	6	-	-	-	-	-	-	-	-	-	0.000110071537895095	-	-	-	-
ENSG00000168334	1	18	13	0.000521514733328373	-	-	-	-	13	-	-	-	-	-	-	-	-	-	0.000521514733328373	-	-	-	-	-
ENSG00000168374	7	6	57	0.000243801673076883	-	64.5	9	6	15	13	-	6	93	-	-	0.000586633094401564	7.11373736333105e-05	5.87114558216855e-05	6.7743699252903e-05	0.000220556735922166	-	3.20815658155457e-05	0.000247334816547589	-
ENSG00000168385	6	16	42	0.00013997626498751	-	41.5	3	30	19	8	-	-	136	-	-	0.000127442169142756	9.62963538271218e-06	0.000673286554073233	0.000292930061516312	5.58438474914624e-05	-	-	0.000570783784882492	-
ENSG00000168393	2	8	7	0.00010833554725326	-	-	9	-	-	-	-	-	6	-	-	-	0.000109758452868394	-	-	-	-	-	2.34080854391823e-05	-
ENSG00000168394	1	9	18	0.000344742988595147	-	-	-	18	-	-	-	-	-	-	-	-	-	0.000344742988595147	-	-	-	-	-	-
ENSG00000168434	1	22	44	0.000320398757436005	-	-	44	-	-	-	-	-	-	-	-	-	0.000320398757436005	-	-	-	-	-	-	-
ENSG00000168439	3	29	52	0.000337876527420906	-	-	-	-	31	3	-	-	96.5	-	-	-	-	-	0.000348289542976047	7.21993031794154e-05	-	-	0.000348144681256661	-
ENSG00000168461	2	4	5	1.89390825333783e-05	-	-	5.5	-	-	-	-	5	-	-	-	-	2.42544935530562e-05	-	-	-	-	1.89390825333783e-05	-	-
ENSG00000168477	3	27	21.5	0.000184665409544936	6	5.5	-	-	105	-	-	-	-	-	0.000156337601087898	4.7889367097204e-05	-	-	0.000472825077510983	-	-	-	-	-
ENSG00000168488	1	3	3	0.000110402014572635	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	0.000110402014572635	-	-	-	-
ENSG00000168497	4	22	77	0.000560508118316358	-	70	-	-	61	-	-	-	91	240	-	0.000612550096428635	-	-	0.000558566241304378	-	-	-	0.000210430816276197	0.00101504165164825
ENSG00000168522	1	7	66	8.11173963616746e-05	-	-	-	-	-	-	-	-	66	-	-	-	-	-	-	-	-	-	8.11173963616746e-05	-
ENSG00000168610	3	27	24	9.08495821794204e-05	-	-	9	11	-	-	-	-	27	-	-	-	7.05699915455511e-05	0.000251374299374222	-	-	-	-	9.03121184805642e-05	-
ENSG00000168653	2	5	11	2.99624787597744e-05	-	-	-	-	11	-	-	-	12.5	-	-	-	-	-	4.98736146398654e-05	-	-	-	2.74238724042816e-05	-
ENSG00000168710	1	15	23	0.000460595185416179	-	-	-	-	-	23	-	-	-	-	-	-	-	-	-	0.000460595185416179	-	-	-	-
ENSG00000168724	1	8	18	0.000435678628187951	-	-	-	-	-	18	-	-	-	-	-	-	-	-	-	0.000435678628187951	-	-	-	-
ENSG00000168765	1	10	32	0.000159102629320419	-	-	-	-	-	-	-	-	32	-	-	-	-	-	-	-	-	-	0.000159102629320419	-
ENSG00000168807	2	7	19	3.96351622083043e-05	-	21	-	14	-	-	-	-	-	-	-	3.87118253370265e-05	-	0.000457606498195352	-	-	-	-	-	-
ENSG00000168818	2	3	5	2.94886398984089e-05	-	-	-	-	-	-	-	4	6	-	-	-	-	-	-	-	-	5.0047212265085e-05	8.9300675317328e-06	-
ENSG00000168827	1	5	22	0.000138411253043756	-	-	-	-	22	-	-	-	-	-	-	-	-	-	0.000138411253043756	-	-	-	-	-
ENSG00000168883	1	3	5	2.19713698101236e-05	-	-	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	2.19713698101236e-05	-	-
ENSG00000168899	1	3	19	4.76053039181369e-05	-	-	-	-	-	-	-	-	19	-	-	-	-	-	-	-	-	-	4.76053039181369e-05	-
ENSG00000168906	2	6	8.5	0.00106297769131139	-	-	-	12	-	-	5	-	-	-	-	-	-	0.000459806891115427	-	-	0.00166614849150736	-	-	-
ENSG00000168924	4	11	11.5	0.000379874754599776	-	-	3.5	17	86.5	6	-	-	-	-	-	-	3.18585792662083e-05	0.000462241155625491	0.000585779168512927	0.000106012365575719	-	-	-	-
ENSG00000169018	1	3	3	7.05698983428256e-05	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	7.05698983428256e-05	-	-	-	-
ENSG00000169019	1	3	11	4.37183693241078e-05	-	-	-	-	-	-	-	-	11	-	-	-	-	-	-	-	-	-	4.37183693241078e-05	-
ENSG00000169020	6	5	9	9.24017770979991e-05	-	-	8.5	7	50	9	-	6	15	-	-	-	9.00895559261721e-05	0.000141920416653757	0.000431652687272517	6.05246446196912e-05	-	3.92927358029117e-05	9.24017770979991e-05	-
ENSG00000169021	3	12	78	0.000170131716649964	-	-	-	-	160	-	-	22	78	-	-	-	-	-	0.00174901240999272	-	-	0.000251258857535202	0.000141901359622016	-
ENSG00000169032	1	4	29	0.000110609701083171	-	-	-	-	-	-	-	-	29	-	-	-	-	-	-	-	-	-	0.000110609701083171	-
ENSG00000169045	7	14	16.5	0.000172952908238751	-	6	4	89	18	23.5	-	53	11	-	-	2.28283761314838e-05	8.68090309708246e-05	0.00240445975929064	0.000179000149962711	0.000441401799199848	-	0.00142072321874479	2.41633925233461e-05	-
ENSG00000169067	4	4	36	0.00228768704341304	-	36	-	-	29	-	-	-	80.5	52	-	0.00146562408758116	-	-	0.00129225052514916	-	-	-	0.00326461948456251	0.00854187739792482
ENSG00000169093	2	5	23	3.81809719303446e-05	-	-	4	-	-	-	-	-	33.5	-	-	-	2.1350121708483e-05	-	-	-	-	-	6.10995444238574e-05	-
ENSG00000169100	7	7	24	0.000137187148427767	-	36	-	18	84	8	5	19	32	-	-	0.000137187148427767	-	0.00054517600280405	0.00154961366831891	4.82396901437636e-05	0.00069641055706735	9.38213116225388e-05	9.75351061523721e-06	-
ENSG00000169139	1	3	4	5.51389031205897e-05	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	5.51389031205897e-05	-
ENSG00000169180	1	13	35	0.000319092873693387	-	-	35	-	-	-	-	-	-	-	-	-	0.000319092873693387	-	-	-	-	-	-	-
ENSG00000169213	1	3	3	7.62111995149801e-06	-	-	3	-	-	-	-	-	-	-	-	-	7.62111995149801e-06	-	-	-	-	-	-	-
ENSG00000169217	1	3	4	0.000138565815975585	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	0.000138565815975585	-	-	-	-
ENSG00000169221	1	3	20	7.76913153399618e-05	-	-	-	-	-	-	-	-	20	-	-	-	-	-	-	-	-	-	7.76913153399618e-05	-
ENSG00000169223	2	7	13.5	0.000122863933909645	-	-	10.5	-	-	-	-	-	21	-	-	-	0.000144443540932483	-	-	-	-	-	0.000111725616065673	-
ENSG00000169228	1	3	4	2.05373727609192e-05	-	-	4	-	-	-	-	-	-	-	-	-	2.05373727609192e-05	-	-	-	-	-	-	-
ENSG00000169251	1	16	39	0.000805717617771401	-	-	-	-	-	39	-	-	-	-	-	-	-	-	-	0.000805717617771401	-	-	-	-
ENSG00000169271	1	3	11	4.46723231691268e-05	-	-	-	-	11	-	-	-	-	-	-	-	-	-	4.46723231691268e-05	-	-	-	-	-
ENSG00000169288	3	7	8	0.000197093428787168	-	-	-	8	-	4	-	15	-	-	-	-	-	0.00035160364272057	-	8.44936649735272e-05	-	0.000197093428787168	-	-
ENSG00000169299	1	19	72	0.000284424494840276	-	-	-	-	-	-	-	-	72	-	-	-	-	-	-	-	-	-	0.000284424494840276	-
ENSG00000169398	2	18	29	0.000166456739081577	-	-	-	-	-	31	-	-	27	-	-	-	-	-	-	0.000382854087742168	-	-	0.00011271682787099	-
ENSG00000169439	1	5	27	0.000377902721855052	-	-	-	-	-	-	-	27	-	-	-	-	-	-	-	-	-	0.000377902721855052	-	-
ENSG00000169504	2	16	93.5	0.000747587740139008	-	-	-	-	60	-	-	-	119	-	-	-	-	-	0.000649434096481613	-	-	-	0.000845741383796403	-
ENSG00000169564	9	13	61	0.000375430770396477	-	41	25	128	108	14	8	32	94	24.5	-	0.000180351851680156	0.000363745601971151	0.00409424205985493	0.000443466347022544	0.000313943351443188	0.00150987913094104	0.000431307722441581	0.000442452066392169	6.85663202070375e-05
ENSG00000169567	1	6	26	0.000194977369359823	-	-	-	-	-	-	-	-	26	-	-	-	-	-	-	-	-	-	0.000194977369359823	-
ENSG00000169692	1	4	4	2.4260116836417e-05	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	2.4260116836417e-05	-	-	-	-
ENSG00000169696	1	4	5	0.000193343599284005	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	0.000193343599284005	-	-	-	-
ENSG00000169704	1	6	188	0.00297982981011139	-	-	-	-	-	-	-	-	188	-	-	-	-	-	-	-	-	-	0.00297982981011139	-
ENSG00000169710	4	82	149	0.000204367809701062	-	199	-	363	-	-	-	39	93.5	-	-	0.000307026023483561	-	0.00111026050895075	-	-	-	3.18887082676519e-05	0.000109555253393519	-
ENSG00000169714	2	4	5	9.78798155637808e-05	-	-	-	4	-	5.5	-	-	-	-	-	-	-	4.6394472248333e-05	-	0.000121547593559388	-	-	-	-
ENSG00000169727	3	10	17	0.000242828923740549	-	-	-	-	13	17	-	-	95	-	-	-	-	-	5.99231652836163e-05	0.000263021014101597	-	-	0.000248912393487129	-
ENSG00000169738	2	11	79	0.000364789026143463	-	-	-	-	40	-	-	-	118	-	-	-	-	-	0.000281198531648304	-	-	-	0.000448379520638622	-
ENSG00000169750	1	3	11	4.23591233622723e-05	-	11	-	-	-	-	-	-	-	-	-	4.23591233622723e-05	-	-	-	-	-	-	-	-
ENSG00000169756	3	39	182	0.000670350486252777	-	-	-	-	-	-	-	4	189.5	117	-	-	-	-	-	-	-	4.52199484090431e-05	0.000680166061130065	0.000505823019278126
ENSG00000169764	3	20	142	0.000502335427736192	-	134	-	-	122	-	-	-	155	-	-	0.000446528572401202	-	-	0.0012544050969489	-	-	-	0.000461018911872153	-
ENSG00000169813	4	9	18	0.00019305946913369	-	-	19	22	-	14	-	-	33	-	-	-	0.000239935628058748	0.000945438068149518	-	0.000250992540221599	-	-	3.84699333667935e-05	-
ENSG00000169855	1	3	3	6.68365511818901e-05	3	-	-	-	-	-	-	-	-	-	6.68365511818901e-05	-	-	-	-	-	-	-	-	-
ENSG00000169871	1	12	12	0.000201689903533245	-	-	-	-	-	12	-	-	-	-	-	-	-	-	-	0.000201689903533245	-	-	-	-
ENSG00000169891	1	3	6	2.70585215188104e-05	-	-	-	-	-	-	-	-	6	-	-	-	-	-	-	-	-	-	2.70585215188104e-05	-
ENSG00000169896	2	19	21.5	0.000373960506942993	-	-	-	-	-	-	-	36	7	-	-	-	-	-	-	-	-	0.000110790271742168	0.000637130742143818	-
ENSG00000169905	2	7	10	0.000885416265037066	-	-	4	16	-	-	-	-	-	-	-	-	0.000131053040247745	0.00163977948982639	-	-	-	-	-	-
ENSG00000169957	1	3	4	0.000129283767264863	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	0.000129283767264863	-	-	-	-
ENSG00000169976	1	3	7	7.59221463320412e-05	-	-	-	-	-	-	-	7	-	-	-	-	-	-	-	-	-	7.59221463320412e-05	-	-
ENSG00000170017	1	8	16	0.000227144512270955	16	-	-	-	-	-	-	-	-	-	0.000227144512270955	-	-	-	-	-	-	-	-	-
ENSG00000170027	6	19	91	0.000541292109730342	-	116	9.5	-	62	19	-	37	81.5	-	-	0.000773732996743367	0.000231146932051441	-	0.00038316490855426	0.000394337832166597	-	0.0025500571970242	0.000230700709900208	-
ENSG00000170144	3	9	16	0.000692910259157514	-	-	-	19	-	9	-	16	-	-	-	-	-	0.000692910259157514	-	0.000200759025742164	-	0.00084804831924327	-	-
ENSG00000170242	2	13	41.5	0.000136797609014774	-	-	-	-	-	6	-	-	43	-	-	-	-	-	-	4.77944472651773e-05	-	-	0.000163155381541738	-
ENSG00000170248	5	34	31	8.81290543904133e-05	-	9	4	13	27	-	-	-	54	-	-	3.357927666602e-05	3.77077396749888e-05	0.000168037586100863	0.000458731289945963	-	-	-	9.213828867673e-05	-
ENSG00000170266	1	3	44	0.000172022182317219	-	-	-	-	-	-	-	-	44	-	-	-	-	-	-	-	-	-	0.000172022182317219	-
ENSG00000170275	3	8	13	0.000111817327691418	-	-	13	-	-	-	-	11	14	-	-	-	0.000111817327691418	-	-	-	-	0.000527976639149765	9.46748213102746e-06	-
ENSG00000170276	1	6	25	0.000145282876972177	-	-	-	-	25	-	-	-	-	-	-	-	-	-	0.000145282876972177	-	-	-	-	-
ENSG00000170310	1	4	8	3.78677536648444e-05	-	-	-	-	-	-	-	8	-	-	-	-	-	-	-	-	-	3.78677536648444e-05	-	-
ENSG00000170312	3	8	9	0.000543037838318083	-	-	9	20	-	-	5	-	-	-	-	-	0.000117806299703432	0.00092880068693983	-	-	0.00136252077247983	-	-	-
ENSG00000170315	5	8	54	0.000343682294267851	22.5	89	26	-	54	-	-	-	58	-	0.00321275537464038	0.000463735122990414	0.000182698500861384	-	0.00061099649593543	-	-	-	0.00025122194095115	-
ENSG00000170323	2	11	415.5	0.00522032299239483	-	419	-	-	55	-	-	-	-	-	-	0.00527944695568046	-	-	0.000380371197735656	-	-	-	-	-
ENSG00000170348	3	10	24	0.000191538300889912	-	-	10	-	-	-	-	25	24	-	-	-	9.96811104232625e-05	-	-	-	-	0.000279115377371496	0.000191538300889912	-
ENSG00000170421	2	29	43	0.00144436656100573	-	-	-	18	-	101.5	-	-	-	-	-	-	-	0.000845817016516327	-	0.00227961824805174	-	-	-	-
ENSG00000170423	4	10	11	8.35155088390426e-05	14.5	-	5	-	4	-	-	-	21.5	-	0.000198883262399975	-	8.05440336470406e-05	-	7.85853993159674e-06	-	-	-	8.23990745864292e-05	-
ENSG00000170430	1	3	43.5	9.17549218214016e-05	-	-	-	-	-	-	-	-	43.5	-	-	-	-	-	-	-	-	-	9.17549218214016e-05	-
ENSG00000170442	1	11	15	3.63673029761659e-05	-	-	-	-	-	-	-	-	15	-	-	-	-	-	-	-	-	-	3.63673029761659e-05	-
ENSG00000170445	1	14	92	0.00016379240979356	-	-	-	-	-	-	-	-	92	-	-	-	-	-	-	-	-	-	0.00016379240979356	-
ENSG00000170454	1	5	5	3.91618009887755e-05	-	-	-	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	3.91618009887755e-05	-
ENSG00000170458	1	5	12.5	0.000211814534462286	12.5	-	-	-	-	-	-	-	-	-	0.000211814534462286	-	-	-	-	-	-	-	-	-
ENSG00000170465	4	18	25.5	0.000110693960454674	48	20	-	-	35.5	-	-	-	33	-	0.000421176880347739	7.85475796146197e-05	-	-	0.000205616507202091	-	-	-	9.21062833835261e-05	-
ENSG00000170473	1	10	17	0.000634060683932617	-	-	-	-	-	17	-	-	-	-	-	-	-	-	-	0.000634060683932617	-	-	-	-
ENSG00000170477	4	14	12	5.51479744680278e-05	13	-	-	-	12	3	-	-	17	-	0.000187044858742864	-	-	-	3.93374096536293e-05	5.51479744680278e-05	-	-	3.97587370274895e-05	-
ENSG00000170515	6	24	35	0.000329223221844663	-	-	3	8	12	114.5	-	43	42	-	-	-	5.30517923781076e-05	0.0007595691371522	0.000329223221844663	0.00820144289688535	-	0.000609286425774541	0.000303486576342557	-
ENSG00000170523	2	12	30.5	0.000124692285441238	-	53	-	-	8	-	-	-	-	-	-	0.0002150033334082	-	-	3.43812374742762e-05	-	-	-	-	-
ENSG00000170542	1	17	56	0.000115358323540932	-	-	-	-	-	-	-	-	56	-	-	-	-	-	-	-	-	-	0.000115358323540932	-
ENSG00000170558	2	10	9	0.000448977863434129	-	-	-	-	11	-	-	3	-	-	-	-	-	-	0.000740383463370765	-	-	3.78601506035513e-05	-	-
ENSG00000170606	2	16	38.5	0.000171334002393473	-	-	-	-	22	-	-	-	41	-	-	-	-	-	0.000331162871231567	-	-	-	9.42960948178399e-05	-
ENSG00000170624	1	10	101.5	0.00040118180177113	-	-	-	-	101.5	-	-	-	-	-	-	-	-	-	0.00040118180177113	-	-	-	-	-
ENSG00000170632	1	3	4	2.74588224880741e-05	-	-	-	4	-	-	-	-	-	-	-	-	-	2.74588224880741e-05	-	-	-	-	-	-
ENSG00000170638	1	3	3	4.89202155315632e-05	-	-	3	-	-	-	-	-	-	-	-	-	4.89202155315632e-05	-	-	-	-	-	-	-
ENSG00000170681	1	3	14	1.55855937714807e-05	-	-	-	-	14	-	-	-	-	-	-	-	-	-	1.55855937714807e-05	-	-	-	-	-
ENSG00000170759	4	33	30.5	0.000131253557900026	-	-	3	9	-	-	-	6	44	-	-	-	1.96947648746635e-05	8.84070785479873e-05	-	-	-	3.07025453042618e-05	0.000156989908704504	-
ENSG00000170807	1	4	18.5	0.000241111441596797	-	-	-	-	18.5	-	-	-	-	-	-	-	-	-	0.000241111441596797	-	-	-	-	-
ENSG00000170854	1	8	18	0.0014695072176622	-	-	-	18	-	-	-	-	-	-	-	-	-	0.0014695072176622	-	-	-	-	-	-
ENSG00000170860	1	3	9	0.000180623681355347	-	-	-	-	-	-	-	9	-	-	-	-	-	-	-	-	-	0.000180623681355347	-	-
ENSG00000170873	2	7	30	8.07091655025283e-05	-	-	-	-	-	-	-	9	47	-	-	-	-	-	-	-	-	2.41833419052449e-05	8.99968934850537e-05	-
ENSG00000170876	5	7	32	0.000217220580340668	-	49.5	15	5	-	10	-	10	-	-	-	0.000297128407726941	0.00014901573660737	0.000168345648850729	-	0.000208223580795589	-	0.000204887537252088	-	-
ENSG00000170889	5	18	41.5	0.000807494458215845	-	39	10	-	-	73.5	5	88	-	-	-	0.000273191236694686	0.000140244843719958	-	-	0.00775838274870304	0.00131914798198129	0.00238911154346246	-	-
ENSG00000170955	3	11	172.5	0.000893484992432902	-	177	-	3	25	-	-	-	-	-	-	0.0011154419376252	-	0.000241734936205447	0.000142766217368732	-	-	-	-	-
ENSG00000171100	1	16	100	0.000280602795645074	-	-	-	-	-	-	-	-	100	-	-	-	-	-	-	-	-	-	0.000280602795645074	-
ENSG00000171202	5	6	5	3.92713417408785e-05	-	-	5	3	17	3	-	8	-	-	-	-	3.46837868734519e-05	3.13184860600007e-05	4.62944042632105e-05	4.80643517595169e-05	-	3.22482792185465e-05	-	-
ENSG00000171262	1	6	12	0.000349971577140324	-	-	-	12	-	-	-	-	-	-	-	-	-	0.000349971577140324	-	-	-	-	-	-
ENSG00000171302	2	10	8	4.49264061131234e-05	-	-	5	-	-	11	-	-	-	-	-	-	3.53326090774323e-05	-	-	5.45202031488145e-05	-	-	-	-
ENSG00000171311	2	3	5	3.8761114873206e-05	-	-	-	-	-	7	-	3	-	-	-	-	-	-	-	5.13578095768624e-05	-	2.61644201695496e-05	-	-
ENSG00000171314	4	18	59.5	0.000490725340962966	-	20.5	-	-	62	-	-	-	81	60	-	9.81590541752755e-05	-	-	0.000554787539481759	-	-	-	0.000534807262156861	0.000485935741788575
ENSG00000171345	3	14	22	0.00124455905327443	-	-	-	36	-	27.5	8	-	-	-	-	-	-	0.00104391932365921	-	0.000802549040083635	0.00251538524826629	-	-	-
ENSG00000171346	1	9	24	0.000458727353628873	-	-	-	-	-	24	-	-	-	-	-	-	-	-	-	0.000458727353628873	-	-	-	-
ENSG00000171368	1	4	9	6.06363518728309e-05	-	-	-	-	9	-	-	-	-	-	-	-	-	-	6.06363518728309e-05	-	-	-	-	-
