GeneID	#Tissues	maxPeptides	medianSpectralCount	medianTop3Abundance	SpectralCount.adrenal_gland	SpectralCount.anus	SpectralCount.ascites	SpectralCount.cardia	SpectralCount.cerebral_cortex	SpectralCount.cervix_uteri	SpectralCount.colon	SpectralCount.earwax	SpectralCount.esophagus	SpectralCount.gall_bladder	SpectralCount.hair_follicle	SpectralCount.kidney	SpectralCount.liver	SpectralCount.lung	SpectralCount.lymph_node	SpectralCount.milk	SpectralCount.nasopharynx	SpectralCount.oral_cavity	SpectralCount.ovary	SpectralCount.pancreas	SpectralCount.placenta	SpectralCount.prostate	SpectralCount.rectum	SpectralCount.saliva	SpectralCount.salivary_gland	SpectralCount.seminal_vesicle	SpectralCount.skin	SpectralCount.spleen	SpectralCount.stomach	SpectralCount.testis	SpectralCount.thyroid_gland	SpectralCount.tonsil	SpectralCount.tube	SpectralCount.uterus_post-menopause	SpectralCount.uterus_pre-menopause	SpectralCount.vulva	WithInSampleTop3Abundance.adrenal_gland	WithInSampleTop3Abundance.anus	WithInSampleTop3Abundance.ascites	WithInSampleTop3Abundance.cardia	WithInSampleTop3Abundance.cerebral_cortex	WithInSampleTop3Abundance.cervix_uteri	WithInSampleTop3Abundance.colon	WithInSampleTop3Abundance.earwax	WithInSampleTop3Abundance.esophagus	WithInSampleTop3Abundance.gall_bladder	WithInSampleTop3Abundance.hair_follicle	WithInSampleTop3Abundance.kidney	WithInSampleTop3Abundance.liver	WithInSampleTop3Abundance.lung	WithInSampleTop3Abundance.lymph_node	WithInSampleTop3Abundance.milk	WithInSampleTop3Abundance.nasopharynx	WithInSampleTop3Abundance.oral_cavity	WithInSampleTop3Abundance.ovary	WithInSampleTop3Abundance.pancreas	WithInSampleTop3Abundance.placenta	WithInSampleTop3Abundance.prostate	WithInSampleTop3Abundance.rectum	WithInSampleTop3Abundance.saliva	WithInSampleTop3Abundance.salivary_gland	WithInSampleTop3Abundance.seminal_vesicle	WithInSampleTop3Abundance.skin	WithInSampleTop3Abundance.spleen	WithInSampleTop3Abundance.stomach	WithInSampleTop3Abundance.testis	WithInSampleTop3Abundance.thyroid_gland	WithInSampleTop3Abundance.tonsil	WithInSampleTop3Abundance.tube	WithInSampleTop3Abundance.uterus_post-menopause	WithInSampleTop3Abundance.uterus_pre-menopause	WithInSampleTop3Abundance.vulva
ENSG00000063241	22	8	17	7.03232739888723e-05	21	-	-	15	36	11	-	-	-	67	-	61	36.5	10	-	-	-	29	17	20	8	16.5	-	-	31	5	-	20	19	13.5	8	12	13	-	-	5	9.70796450476707e-05	-	-	0.000102214770311003	0.000223519230813403	2.66297105560765e-05	-	-	-	0.000347011962603131	-	0.000507716345914856	0.000305379977986092	4.19136088429589e-05	-	-	-	5.90850708367582e-05	8.76076954915977e-05	6.0418464520407e-05	0.000112068585177308	7.65947464950928e-05	-	-	0.00047056630274746	1.41160656203996e-05	-	6.85131814044118e-05	5.04288424762077e-05	0.000163890355053795	1.5693476306848e-05	7.08307879203132e-05	3.32998259438957e-05	-	-	2.15842540813916e-06
ENSG00000063244	21	14	13	6.4545636406106e-05	14	44	-	4	-	-	7	-	7	-	-	-	-	13	40	-	-	-	14	34	5	8.5	5	-	20	31	3	36	22	13	-	-	8	6	8	-	2.6069284957286e-05	8.66828733437343e-05	-	1.66880091808953e-05	-	-	1.81047915177215e-05	-	3.38833125761166e-05	-	-	-	-	6.1443125656239e-05	0.000207603747858355	-	-	-	0.000188253538646939	0.000106456119754727	7.49936391798448e-05	4.28247580338929e-05	2.42816390342768e-05	-	4.66301789806923e-05	4.86755951743255e-05	3.30217689802181e-06	0.000120353412930858	6.7648147155973e-05	0.000235701621964754	-	-	8.4978546346461e-05	3.45731680396606e-05	5.11573556672274e-05	-
ENSG00000063245	23	10	8	2.28620665594627e-05	15	9	-	-	7	-	8	-	7	4	-	8	9.5	3	13	-	-	-	14	-	4	5.5	5	-	14	4	6	20	14	13.5	-	12	4	-	4	-	3.55566799997466e-05	2.64269974564752e-05	-	-	6.49007268467831e-06	-	2.36417136286904e-05	-	1.81626646138949e-05	1.31115481716206e-05	-	1.40808872127496e-05	3.43286105235482e-05	8.94042723694927e-06	8.1614634814645e-05	-	-	-	7.66950583131386e-05	-	4.72049636482983e-05	2.387024824407e-05	9.70026045845815e-06	-	2.28620665594627e-05	1.52246882763506e-05	8.69792562388182e-06	6.56760103966404e-05	5.79908595050699e-05	7.91230602760623e-05	-	1.62883735837011e-05	1.60508753359049e-05	-	3.78620275185994e-05	-
ENSG00000063601	3	7	6	2.77019822906061e-05	-	-	-	-	-	-	-	-	5	-	-	-	-	-	13	-	-	-	-	-	-	-	-	-	-	-	-	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.79354451643498e-05	-	-	-	-	-	5.79953194339928e-05	-	-	-	-	-	-	-	-	-	-	-	-	2.77019822906061e-05	-	-	-	-	-	-	-	-
ENSG00000063660	13	13	14	2.23385342682686e-05	-	7	-	3	16	-	4	-	14	-	-	-	-	-	-	-	-	22	15	-	-	15	-	-	-	14	-	-	8	36.5	-	21	4	-	-	-	-	1.99573199829839e-05	-	1.22152660222826e-05	2.47197485535534e-05	-	6.99903077488096e-06	-	4.04780649302589e-05	-	-	-	-	-	-	-	-	1.39541958493429e-05	3.93530388082874e-05	-	-	2.75561348735521e-05	-	-	-	1.70218304563045e-05	-	-	1.55376792251743e-05	0.000142606002488561	-	2.64281461418121e-05	1.2609753077394e-05	-	-	-
ENSG00000063854	30	14	16.5	6.71787867418472e-05	53	13	-	18	25	14	13	-	15	56	-	34	34	10	23	-	5	23	9	15	-	28.5	18	-	47	15	16	21.5	21	13.5	16	20	16	8	11	12	0.000258914308333919	3.79897937903946e-05	-	3.54562827887907e-05	3.95352514970533e-05	4.91097624785836e-05	4.91165228352386e-05	-	4.35739890314209e-05	0.000307929271578008	-	0.000227019709076803	0.000356514050179807	7.57761228087009e-05	4.8425630901794e-05	-	5.52885887967697e-05	0.000182506159480736	0.000135457397131459	6.71659643047221e-05	-	0.000164745214749313	7.90407527137482e-05	-	0.00010443212155966	5.2598652851427e-05	6.01304428981088e-05	0.000104749576979011	9.63466003851099e-05	4.81888482108694e-05	4.70466897989861e-05	6.71916091789723e-05	0.000121966104313461	5.1640907019898e-05	6.19633278165442e-05	1.60552744258152e-05
ENSG00000064012	5	12	6	2.97697403812326e-05	-	-	-	-	-	-	-	-	4	-	-	-	-	4	12	-	-	-	-	6	-	-	-	-	-	-	-	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.51418886730547e-05	-	-	-	-	1.84375612464733e-05	4.80111862437255e-05	-	-	-	-	3.43975920894106e-05	-	-	-	-	-	-	-	3.71389552263519e-05	-	-	-	-	-	-	-	-
ENSG00000064042	6	21	10	1.39231944551857e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	-	-	37	-	-	6	-	5	20.5	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.52826532271439e-05	-	-	4.29548699250415e-05	-	-	8.18515762547797e-06	-	4.12573232624861e-06	2.84129562868038e-05	-	-	-	7.32669629820693e-06	-	-	-	-
ENSG00000064102	2	7	6.5	2.58086825788553e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.27689883854279e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.88483767722827e-05	-	-	-	-	-	-
ENSG00000064225	1	3	3	4.50844000636557e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.50844000636557e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000064300	1	4	10	1.36590844776379e-05	-	-	-	-	10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.36590844776379e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000064419	23	21	9	2.17693994580872e-05	21	11	-	5	-	9	12	-	14	4	-	5	3.5	4	26	-	-	-	17	-	9	21.5	8	-	22	-	-	-	33	32	3	5	9	6	11	-	5.19363437762534e-05	2.8847376788142e-05	-	1.19137158704722e-05	-	2.17693994580872e-05	1.97575366983776e-05	-	7.73428009291085e-05	1.96748201390758e-05	-	1.78309930797129e-05	2.07630809947717e-05	1.06126380898298e-05	9.6530596782266e-05	-	-	-	4.82590985614946e-05	-	5.4387082528445e-05	3.13003067856515e-05	1.27651190479213e-05	-	3.30682966538209e-05	-	-	-	0.000124909911873303	0.000173882532173608	1.94356145508628e-05	1.13349627171498e-05	3.82448540320474e-05	1.93652112982633e-05	3.66426168659415e-05	-
ENSG00000064489	1	4	7	1.52322317204925e-05	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.52322317204925e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000064601	27	10	10	6.4887200175559e-05	56	10	3	-	9	-	15	17	6	10	-	27	17	10	9	-	-	7	8	13	5	-	5	-	8	11	3	23.5	11	17	13	-	8	5	6	-	0.000376578214511326	4.42172723357353e-05	6.03394338111673e-06	-	2.95199099012791e-05	-	3.45103286894302e-05	0.000257124723043156	4.36089882467685e-05	5.91121323093667e-05	-	0.000173520766982247	0.000111168232397266	8.10239791358216e-05	2.20337683667286e-05	-	-	4.40907027617704e-05	9.09579669273851e-05	3.65622041202432e-05	7.52628976772605e-05	-	6.47117307172054e-05	-	2.18780238161507e-05	6.7811859560314e-05	1.95687410542826e-05	0.000133517798868541	6.80621736525875e-05	0.00010183719405166	2.48431661862614e-05	-	2.88132254553462e-05	4.18216401856578e-05	3.39864200584962e-05	-
ENSG00000064651	8	31	20	2.43824427006402e-05	-	-	-	-	7	-	30	-	-	-	-	-	-	-	-	-	-	120	-	-	-	-	6	-	74	-	33	-	7	-	-	10	-	-	-	-	-	-	-	-	5.49397953045043e-06	-	7.16321171373964e-05	-	-	-	-	-	-	-	-	-	-	0.000123131806023535	-	-	-	-	7.57501005947853e-06	-	4.19808933673347e-05	-	3.02833778999474e-05	-	1.84815075013331e-05	-	-	8.47946833800197e-06	-	-	-	-
ENSG00000064666	32	19	29	0.000110590671018943	31	84	11	14	-	31	37	-	64	-	-	12	9	17	307	5	8	31	46	29	11	36.5	16	5	36	40	20	30	30	23	13	45	24	42	54	6	0.000107477884792281	0.000264802918342459	5.01767251119391e-05	3.26449582157602e-05	-	7.98257969320643e-05	0.000110287219661931	-	0.000230943681264068	-	-	5.46659966108339e-05	3.34348433882346e-05	0.000110590671018943	0.000591091210369837	4.02970998015111e-06	8.68378340490398e-05	0.000212434424535098	0.000180305409842468	0.000235700153986757	9.09827679189658e-05	0.000129025235793814	5.91611892034695e-05	2.9875800075997e-05	8.88844856373633e-05	0.000129803544382262	0.000114855664697535	0.000212741947089687	0.000144128697946469	0.000119233351440936	2.48330042533906e-05	0.000135509780946048	7.05671898942062e-05	0.000335266752940154	0.000271876944312423	8.02321111302134e-06
ENSG00000064787	4	20	15	1.90060900052929e-05	-	-	-	-	-	-	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	19	-	-	-	6	-	99	-	-	-	-	-	-	-	-	-	-	-	-	-	1.12165136125702e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.67956663980155e-05	-	-	-	4.89355881191655e-06	-	0.000292731389624363	-	-	-	-	-	-	-
ENSG00000064886	2	13	13.5	3.74641793287069e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.86088824889371e-05	5.63194761684766e-05	-	-	-	-	-	-	-	-	-	-	-
ENSG00000065000	19	22	13	3.90591922691299e-05	59	26	-	-	-	4	3	-	15	-	-	10	-	13	18	-	-	-	18	11	10	3	-	-	9	-	8	26.5	66	45	-	-	5	-	3	-	7.8319080277493e-05	5.26195647204985e-05	-	-	-	1.29218848943403e-05	7.40073915993065e-06	-	2.29643425627667e-05	-	-	6.55325104308714e-05	-	8.4228528641657e-05	7.77693059351064e-05	-	-	-	1.83221775496694e-05	2.03186898695052e-05	5.33365084197114e-05	3.36540735520216e-06	-	-	1.26346062561769e-05	-	3.0518938433499e-06	5.90130753081367e-05	0.000296398466188961	8.27712476022862e-05	-	-	7.3235531109942e-06	-	8.27048347538615e-06	-
ENSG00000065054	19	14	8	4.91450948572778e-05	7	-	-	-	-	-	7	-	-	8	-	10	8	4	-	4	5	-	4	-	9	-	-	-	22	14	14	9.5	7	-	11	4	3	-	8	-	1.72765696115449e-05	-	-	-	-	-	1.83515497458413e-05	-	-	4.91450948572778e-05	-	8.62344227649438e-05	0.000124642915346709	3.97588253916798e-05	-	4.5198960520289e-06	2.25532001831452e-05	-	1.49821168045454e-05	-	0.000151402971334463	-	-	-	5.06974223578038e-05	2.84251419732544e-05	5.06958466895582e-05	5.4100998757217e-05	5.71644337354305e-05	-	2.651450913482e-05	8.31913959582512e-06	1.50632123310771e-05	-	5.58612803065843e-05	-
ENSG00000065135	30	13	9.5	4.25981028368142e-05	6	16	-	11	4	12	4	-	4	-	-	5	3	13	25	-	4	21	16	5	20	19	5	3	13	6	-	22	13	17	9	10	13	7	7	5	3.28397732385022e-05	5.2889404852809e-05	-	4.11065229691558e-05	7.38253783889117e-06	6.56436219038419e-05	2.22197564652047e-05	-	2.05235867347538e-05	-	-	4.10418016034738e-05	4.29446888032572e-05	7.10361078214576e-05	7.56826157468606e-05	-	4.06258115813415e-05	8.51713118911288e-05	7.48685434398248e-05	2.38116292747991e-05	0.000300103742792582	4.51396040010525e-05	3.24775349903102e-05	1.69239850334603e-05	3.79155909581932e-05	4.22515168703712e-05	-	0.000108827728547257	0.000157299989731997	0.000107795754957986	4.05210893057766e-05	6.71178615546623e-05	7.20870160821775e-05	4.09713601932736e-05	8.19051655015334e-05	4.12208783074715e-06
ENSG00000065150	31	50	43	6.56851505654526e-05	55	169	16	63	18	60	37	-	47	12	-	33	41	69	69	-	-	41	28	63	26	53	19	-	76	37	19	104.5	122	66	22	61	51	21	28	14	8.09794243953998e-05	0.000229066025436994	5.7040153252448e-05	4.04355064994478e-05	1.14970617534367e-05	7.44498795776305e-05	4.16276867769483e-05	-	8.52588709221048e-05	1.05711817141362e-05	-	3.36687385417265e-05	5.43482325305453e-05	6.80213624706996e-05	0.000172483634294947	-	-	2.67814590311496e-05	0.000114082362250508	6.41781295491123e-05	9.10337083442771e-05	5.70600036774714e-05	1.81814648252541e-05	-	5.78698337646274e-05	3.86219250246859e-05	9.42160078325681e-06	9.49675085829907e-05	0.000178014496717457	0.00041917389020593	6.45678636611248e-05	5.37904235399378e-05	0.000102709953690793	5.78081076160143e-05	0.000108708216486208	9.51063053773156e-06
ENSG00000065154	25	22	11	8.43445972883101e-05	38	24	-	-	9	5	3	-	12	23	-	20	-	11	-	-	-	17	8	8	8	14	3	-	75	40	36	5	23	20	10	16	11	-	7	-	0.000333930408358921	9.07171131925559e-05	-	-	1.38765374488693e-05	2.36498166365281e-05	2.84565953424139e-05	-	5.46100779200802e-05	0.000352894202017055	-	0.000196332832407419	-	0.00011770354354254	-	-	-	5.41487999649336e-05	6.00768072341706e-05	4.50371357806406e-05	6.33861911229665e-05	3.54632163822431e-05	3.53420644968635e-05	-	0.00066144316669411	0.000131204181877063	0.000250128455288746	3.78888996307651e-05	0.000182510832721864	0.000335734010087128	3.08318520354602e-05	0.000103378796068577	7.79720813840643e-05	-	0.000128104002289254	-
ENSG00000065243	6	19	9.5	1.21011259723436e-05	21	9	-	-	-	-	-	-	10	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	7	-	-	-	-	13	-	-	-	-	-	-	1.44995763669122e-05	9.19438322738462e-06	-	-	-	-	-	-	9.70267557777506e-06	-	-	-	-	-	-	-	-	-	6.62131701962907e-06	-	-	-	-	-	7.25647061431014e-06	-	-	-	-	2.40800709260072e-05	-	-	-	-	-	-
ENSG00000065268	3	4	5	2.49323034028369e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	5	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.37958613675692e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	2.49323034028369e-05	3.87842067752086e-05	-	-	-	-	-	-
ENSG00000065308	1	3	6	5.35599397778968e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.35599397778968e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000065357	15	26	11	2.79430094119977e-05	3	39	-	-	-	3	4	-	25	-	-	-	-	4	58	-	-	-	-	-	-	3	-	-	27	-	14	22	10	4	-	12	-	-	6	-	7.82538761954647e-06	8.36299303896469e-05	-	-	-	1.23136530794083e-05	7.83244764056925e-06	-	6.65910831498796e-05	-	-	-	-	1.42862817685741e-05	0.000303039610860117	-	-	-	-	-	-	9.95979174864273e-06	-	-	2.86862415651155e-05	-	8.24469790337354e-06	5.11620747261104e-05	3.82800569028628e-05	2.71997772588798e-05	-	2.08755251307465e-05	-	-	4.89765036870967e-05	-
ENSG00000065361	1	8	6.5	2.22149761809181e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.22149761809181e-05	-	-	-	-	-	-
ENSG00000065413	18	31	11	1.33965813917065e-05	15	18	-	6	-	8	17	-	10	-	-	-	7	14	61	-	-	-	11	11	-	6	3	-	12	-	-	43	23	-	-	-	-	3	11	-	4.08224995613003e-05	1.2969965265867e-05	-	9.76698870531978e-06	-	1.03493928666427e-05	1.38231975175461e-05	-	9.01558489656674e-06	-	-	-	2.60622506557888e-05	2.90852065897229e-05	0.000135958832400838	-	-	-	1.1721820061887e-05	3.26449921012322e-05	-	5.98268703205205e-06	2.42114662404864e-06	-	9.36504734811744e-06	-	-	6.48206106856901e-05	4.15445353401576e-05	-	-	-	-	1.01181681094241e-05	2.10589993794166e-05	-
ENSG00000065427	27	27	23	0.000103550943005552	15	37	-	-	-	-	44	-	27	29	-	19	31	36	64	9	-	15	24	17	11	20.5	14	-	59	21	36	55	48	16.5	16	32	17	13	15	-	7.43269662238042e-05	8.54650571283146e-05	-	-	-	-	0.000105085865361685	-	8.46545104348379e-05	5.67120063462459e-05	-	3.95647460285674e-05	0.000222550460051849	0.000108448823757645	0.000577058574253983	2.75869960865807e-05	-	1.53399297126764e-05	8.12328747871707e-05	0.000100195834920164	0.000241122874427286	6.33855908687762e-05	5.29835376677154e-05	-	0.000165568328973282	8.44231395396095e-05	3.15641967425549e-05	0.00023848333977299	0.000186157665967544	0.000167116060950052	3.51870289193425e-05	0.000107165926947154	6.90168012626325e-05	8.99420293389375e-05	0.000124122610823461	-
ENSG00000065485	25	32	15	8.50728195693055e-05	24	21	-	4	4	-	23	-	15	12	-	-	20	14	13	-	-	-	12	18	29	5	14	-	34	-	20	9	57	31	12	19	9	3	15	-	9.12965183538488e-05	0.000108893928295536	-	1.55434167567141e-05	6.97713245722257e-06	-	7.33290291858033e-05	-	5.68235333672995e-05	0.000189172672597661	-	-	0.00028716862159656	6.10363715628722e-05	6.12315881646779e-05	-	-	-	0.000109484130312581	0.000103893273200831	0.000457184908356737	3.51818911939645e-05	4.09578537331964e-05	-	5.24478618165939e-05	-	2.96861333541573e-05	0.000115195056759116	0.000292569019008687	0.000687578223058082	5.98961953407875e-05	5.19360838013446e-05	5.73883059768154e-05	7.94023612321719e-06	8.50728195693055e-05	-
ENSG00000065491	1	3	3	1.04719768183619e-05	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.04719768183619e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000065518	3	4	6	2.95838445899151e-05	-	-	-	-	-	-	-	-	-	-	-	6	7	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.84960515552906e-05	2.95838445899151e-05	-	-	-	-	-	-	-	-	9.3869055323144e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000065534	29	80	95.5	0.00023155865969663	142	38	-	1575	-	765	1035	-	701	8	-	64	21	27	136	-	-	39	85	77	56	1039	654	-	187	751	164	260	404	50	23	69	796	616	628	27	0.000193304774669639	3.57391466113243e-05	-	0.00230637249117444	-	0.00159431728101193	0.00159806881248188	-	0.000959733008354701	2.00343919900346e-05	-	0.000128723715948845	4.31779654123408e-05	7.15468530497535e-05	0.000142660354563361	-	-	5.93994548044981e-05	0.000116172822711145	0.000234395073419632	0.000312890442451866	0.00346918395504183	0.00114650984279623	-	0.000114616939756032	0.00141130898219083	6.59152523107552e-05	0.000470060037254417	0.000975747059691033	0.000260877083925582	5.29792311453736e-05	8.26536627152293e-05	0.00129881397080039	0.001584175981018	0.00146596439622298	1.14979375318492e-05
ENSG00000065548	8	8	4	2.5627117086651e-05	3	4	-	-	-	-	-	-	4	-	-	-	-	-	13	-	-	-	-	-	-	-	-	-	11	-	-	4	14	3	-	-	-	-	-	-	9.48607720590096e-06	1.67297847982386e-05	-	-	-	-	-	-	2.6587344908138e-05	-	-	-	-	-	4.90517327533499e-05	-	-	-	-	-	-	-	-	-	2.46668892651639e-05	-	-	9.49291354413911e-06	6.12762978971265e-05	2.66025073575553e-05	-	-	-	-	-	-
ENSG00000065559	17	9	6	2.56054564769078e-05	5	9	-	-	-	3	6	-	10	-	-	-	-	-	17	-	-	-	3	-	-	8	-	-	8	-	8	9	6	7.5	5	14	4	-	6	-	2.20167439790977e-05	2.60489223445319e-05	-	-	-	1.9271023433762e-05	3.8196822654821e-05	-	3.61920610187944e-05	-	-	-	-	-	2.06983854118813e-05	-	-	-	1.43115925658902e-05	-	-	2.36469549941429e-05	-	-	2.03775826814085e-05	-	2.87483791063816e-05	3.09265015774774e-05	4.601533543983e-05	7.63134006353491e-05	1.19393520124727e-05	3.73365213864829e-05	1.7967946713986e-05	-	6.34383926130461e-05	-
ENSG00000065613	26	49	24.5	4.07172986429145e-05	28	69	-	13	-	22	42	-	61	-	-	12	12	10	64	-	-	13	19.5	8	12	42	29	6	78	-	45	19	37	36.5	-	42	22	18	33	-	2.24095416386603e-05	8.62513328948128e-05	-	3.08762045942871e-05	-	5.0984382052113e-05	5.53435862050926e-05	-	8.59569540546405e-05	-	-	1.21776493930314e-05	2.24032898421984e-05	1.41499227635177e-05	5.08979974305814e-05	-	-	8.98696762295415e-06	2.02551028698677e-05	4.59056635578347e-05	9.60169423922302e-05	6.61372463827515e-05	2.03882167854434e-05	7.37181282549672e-06	3.27061261970312e-05	-	9.89489810652159e-06	5.44793012269528e-05	0.000104633678659602	0.000145350186322505	-	1.82795536383117e-05	5.13030338202018e-05	3.51492710534019e-05	3.88869165372642e-05	-
ENSG00000065615	2	4	4.5	1.38381931948878e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.82100421995326e-05	-	-	-	-	-	-	-	-	-	-	-	-	9.46634419024289e-06	-	-	-	-	-	-	-	-
ENSG00000065618	3	13	6	6.52093492089193e-06	-	30	-	-	-	-	-	-	5	-	-	-	-	-	-	-	-	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.16254056929012e-05	-	-	-	-	-	-	5.23422849486681e-06	-	-	-	-	-	-	-	-	6.52093492089193e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000065675	1	4	4	9.32020866041689e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9.32020866041689e-06	-	-	-	-
ENSG00000065717	2	4	4.5	2.43332985001218e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.3069698187046e-05	-	-	-	-	3.55968988131975e-05	-	-	-	-	-	-
ENSG00000065809	5	6	8	3.209699871642e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	-	9	-	-	-	-	-	-	6	6	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.93414829548693e-05	-	4.13454343076878e-05	-	-	-	-	-	-	1.91277851215797e-05	3.209699871642e-05	5.72140248889055e-05	-	-	-	-	-	-	-	-	-
ENSG00000065833	26	19	11	6.64813130153337e-05	57	21	-	12	10	4	8	34	9	15	-	-	8	7	4	3	10	25	-	20	-	9.5	5	-	14	27	3	37	33	13	-	18	-	-	-	5	0.000340658555649672	0.000122027984172108	-	3.30388806773007e-05	4.47014320760422e-05	3.82520805051547e-05	6.29687904823483e-05	0.000493443461942093	6.34181380574095e-05	6.64813130153337e-05	-	-	3.99873873656389e-05	6.84063260649937e-05	1.74205595225859e-05	1.25308041240963e-05	0.00024917832296013	8.51312899582829e-05	-	0.000136897948747095	-	6.42255595087482e-05	3.60908954565213e-05	-	2.16826632007274e-05	0.000100570276522323	8.29461299750202e-06	0.000148881491159098	0.000162957436881555	0.000144029501182608	-	9.81402576971215e-05	-	-	-	4.52192791249423e-05
ENSG00000065882	6	10	8	2.06531119254319e-05	-	-	-	-	-	4	6	-	-	-	-	-	-	-	19	-	-	-	-	-	-	-	3	-	-	-	-	10	-	-	-	-	-	-	10	-	-	-	-	-	-	1.79283764747682e-05	2.22521727342053e-05	-	-	-	-	-	-	-	4.20449867178738e-05	-	-	-	-	-	-	-	4.24570936082149e-06	-	-	-	-	2.55137339401017e-05	-	-	-	-	-	-	1.90540511166585e-05	-
ENSG00000065883	1	4	6	6.6138736007844e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.6138736007844e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ENSG00000065911	2	3	4.5	3.65140826154368e-05	-	4	-	-	-	-	-	-	-	-	-	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.0537109157878e-05	-	-	-	-	-	-	-	-	-	-	-	-	2.24910560729956e-05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
